City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
593,Yining,CN,82.63,clear sky,29.04,114.56,Xiushui Hotel
594,Natal,BR,75.2,few clouds,-5.79,-35.21,Villa Park Hotel | Natal
603,Pangai,TO,80.6,few clouds,-19.8,-174.35,Ha'apai Beach Resort
605,Banjar,ID,82.4,few clouds,-8.19,114.97,The Hamsa Resort
611,Grajau,BR,77.29,clear sky,-5.82,-46.14,Hotel Confiança
612,Boffa,GN,75.43,moderate rain,10.17,-14.03,Hôtel Niara Belly
614,Riyadh,SA,82.4,overcast clouds,24.69,46.72,InterContinental Riyadh
615,Shingu,JP,86.0,scattered clouds,33.73,135.98,Shingu UI Hotel
620,Galveston,US,88.0,scattered clouds,29.37,-94.97,Comfort Inn & Suites Texas City
621,Huangpi,CN,80.6,clear sky,30.88,114.38,Xinxing Lidu Hotel
622,Camacari,BR,77.0,broken clouds,-12.7,-38.32,Sítio Blasi
623,Tarakan,ID,80.37,light rain,3.3,117.63,Hotel D' CaLia Tarakan
624,Bandarbeyla,SO,75.9,broken clouds,9.49,50.81,REER XOOSHLE GROUP
626,Gotsu,JP,87.8,few clouds,35.0,132.22,Super Hotel Gotsu Ekimae
628,Pasni,PK,81.12,few clouds,25.26,63.47,3G hotel pasni
631,Anito,PH,81.7,light rain,12.45,125.29,The Yellow House
633,Shouguang,CN,79.9,light rain,36.88,118.74,Communications Hotel
636,Boa Vista,BR,78.8,scattered clouds,2.82,-60.67,Aipana Plaza Hotel
637,Navolato,MX,88.0,overcast clouds,24.77,-107.69,"Marco Polo, Navolato"
640,Lazaro Cardenas,MX,80.89,broken clouds,17.96,-102.2,Collection O Hotel Quinta Antigua
641,Rancho Palos Verdes,US,75.0,few clouds,33.74,-118.39,Terranea Resort
647,Bintulu,MY,75.2,scattered clouds,3.17,113.03,900 Boutique INN
648,Eyl,SO,76.62,few clouds,7.98,49.82,Amiin Hotel
650,Praia,CV,80.6,broken clouds,14.92,-23.51,LT Aparthotel
651,Beidao,CN,76.24,broken clouds,34.57,105.89,Shell Tianshui Maiji District Erma Road Walking Street Hotel
652,Bogande,BF,76.55,overcast clouds,12.97,-0.14,Auberge Wendkouni
657,Fare,PF,77.13,clear sky,-16.7,-151.02,Maitai Lapita Village Huahine
658,Nong Chik,TH,80.58,broken clouds,6.84,101.18,Bakkahland Farm and Resort
659,Roebourne,AU,88.12,clear sky,-20.78,117.13,Harding River Caravan Park
670,Teahupoo,PF,84.2,few clouds,-17.83,-149.27,Vanira Lodge
674,Qingdao,CN,81.0,light rain,36.1,120.37,Holiday Inn Qingdao City Centre
675,Qinzhou,CN,86.05,overcast clouds,21.95,108.62,Jinjiang Inn Style Qingzhou Walmart
677,Nizwa,OM,84.85,overcast clouds,22.93,57.53,Orient Apartments
679,Laguna De Perlas,NI,80.02,overcast clouds,12.34,-83.67,Hotel Best View
681,Ruston,US,86.0,clear sky,32.52,-92.64,"Country Inn & Suites by Radisson, Ruston, LA"
685,La Asuncion,VE,84.2,clear sky,11.03,-63.86,Colinas de Matasiete
687,Ocos,GT,82.4,broken clouds,14.51,-92.19,La Bajadita
689,Port Arthur,CN,78.8,clear sky,38.8,121.27,Friendship Hotel
690,Monrovia,LR,76.26,light rain,6.3,-10.8,Eco-Hotel Hall & Restaurant
