City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
364,Rio Grande,BR,-32.03,-52.1,62.6,100,90,17.22,mist
365,Nelson Bay,AU,-32.72,152.15,64.99,51,0,8.05,clear sky
366,Harper,LR,4.38,-7.72,76.19,85,100,10.02,light rain
367,Cherskiy,RU,68.75,161.3,48.36,75,100,7.52,overcast clouds
368,Berberati,CF,4.26,15.79,68.83,96,100,3.04,overcast clouds
369,Hualmay,PE,-11.1,-77.61,60.87,84,42,10.02,scattered clouds
370,Kontagora,NG,10.4,5.47,71.83,96,100,4.7,overcast clouds
371,Kirakira,SB,-10.45,161.92,84.0,68,100,5.26,heavy intensity rain
372,Noumea,NC,-22.28,166.46,73.4,64,90,11.41,overcast clouds
373,Agua Verde,MX,22.9,-106.05,78.8,88,90,6.93,light rain
374,Kevsala,RU,45.8,42.69,64.78,74,0,8.37,clear sky
375,Santa Ana De Yusguare,HN,13.3,-87.11,78.21,86,100,0.96,overcast clouds
376,Aykhal,RU,66.0,111.5,48.2,45,75,6.71,smoke
377,Nokaneng,BW,-19.67,22.27,68.65,25,49,3.58,scattered clouds
378,Laguna,US,38.42,-121.42,95.0,26,1,6.93,haze
379,Hajnowka,PL,52.74,23.58,54.0,86,0,1.99,clear sky
380,Katherine,AU,-14.47,132.27,80.6,34,5,11.41,clear sky
381,Barcelona,ES,41.39,2.16,70.0,83,75,17.22,moderate rain
382,Batticaloa,LK,7.71,81.69,78.37,81,13,6.87,few clouds
383,Kabinda,CD,-6.13,24.48,74.05,63,33,1.99,scattered clouds
384,Viedma,AR,-40.81,-63.0,44.01,76,100,2.75,overcast clouds
385,Mmabatho,ZA,-25.85,25.63,59.0,22,99,6.93,overcast clouds
386,Vilyuysk,RU,63.76,121.62,62.11,41,100,8.75,overcast clouds
387,Ordu,TR,40.91,37.68,68.0,100,40,2.24,scattered clouds
388,Bullhead City,US,35.15,-114.57,113.0,7,40,17.22,scattered clouds
389,Ulladulla,AU,-35.35,150.47,63.0,45,0,9.17,clear sky
390,Ayagoz,KZ,47.97,80.44,54.55,81,0,10.04,clear sky
391,Tombouctou,ML,20.0,-3.0,90.75,41,0,22.75,clear sky
392,Krutinka,RU,56.01,71.51,58.48,94,1,7.67,clear sky
393,Hindoria,IN,23.9,79.57,74.21,95,100,10.29,overcast clouds
394,Kodiak,US,57.79,-152.41,58.84,66,0,4.41,clear sky
395,Santiago Del Estero,AR,-27.8,-64.26,66.6,68,0,6.82,clear sky
396,Madras,IN,13.09,80.28,82.4,88,40,4.7,mist
397,Malacacheta,BR,-17.84,-42.08,63.03,88,13,4.43,few clouds
398,Palmer,US,42.16,-72.33,68.0,77,20,1.03,few clouds
399,Bom Jesus Da Lapa,BR,-13.26,-43.42,73.06,49,3,6.67,clear sky
400,Marzuq,YE,14.4,46.47,82.74,41,90,1.16,overcast clouds
401,Nuevo Ideal,MX,24.89,-105.07,74.01,53,46,6.31,scattered clouds
402,Sumbe,AO,-11.21,13.84,68.92,82,100,3.58,overcast clouds
403,Erzin,TR,36.96,36.2,79.0,88,0,2.1,clear sky
404,Kyra,RU,49.58,111.98,53.85,87,100,2.53,overcast clouds
405,Doka,SD,13.52,35.77,70.11,94,100,8.41,overcast clouds
406,Aksarka,RU,66.56,67.8,51.22,86,100,13.24,overcast clouds
407,Soyo,AO,-6.13,12.37,72.16,87,99,10.11,overcast clouds
408,Skhisma,GR,35.27,25.72,73.99,78,0,6.93,clear sky
409,Alyangula,AU,-13.85,136.42,80.6,61,40,14.99,scattered clouds
410,Puerto Colombia,CO,10.99,-74.95,84.2,83,40,13.87,scattered clouds
411,Vao,NC,-22.67,167.48,68.59,78,90,20.04,overcast clouds
412,Khartoum,SD,15.55,32.53,84.2,58,100,11.41,overcast clouds
413,Anadyr,RU,64.75,177.48,51.8,76,75,6.71,broken clouds
414,Ketchikan,US,55.34,-131.65,55.4,93,90,8.05,moderate rain
415,Beringovskiy,RU,63.05,179.32,50.61,85,100,14.76,overcast clouds
416,Iqaluit,CA,63.75,-68.51,48.2,66,75,2.24,broken clouds
417,Alice Springs,AU,-23.7,133.88,68.0,14,0,9.17,clear sky
418,Canon City,US,38.44,-105.24,69.01,72,100,4.56,overcast clouds
419,Srednekolymsk,RU,67.45,153.68,45.32,81,100,0.45,overcast clouds
420,Pedasi,PA,7.53,-80.03,78.64,86,89,16.93,overcast clouds
421,Maxixe,MZ,-23.86,35.35,71.17,91,24,13.69,few clouds
422,Abatskoye,RU,56.29,70.46,59.07,93,0,5.21,clear sky
423,Merauke,ID,-8.47,140.33,79.47,77,100,14.09,light rain
424,San Quintin,MX,30.48,-115.95,75.02,66,2,12.35,clear sky
425,Havoysund,NO,71.0,24.66,45.23,73,74,11.54,broken clouds
426,Yuncheng,CN,35.02,110.99,80.6,63,0,7.81,clear sky
427,Mahendragarh,IN,28.28,76.15,81.82,72,0,5.41,clear sky
428,Titay,PH,7.81,122.53,81.68,77,100,3.49,overcast clouds
429,Pemberton,CA,50.32,-122.8,76.93,35,100,6.78,overcast clouds
430,North Platte,US,41.12,-100.77,80.6,44,1,9.17,clear sky
431,Zigong,CN,29.34,104.78,81.0,82,100,3.62,overcast clouds
432,Pacific Grove,US,36.62,-121.92,70.0,60,1,10.29,clear sky
433,Orlik,RU,52.52,99.83,49.64,80,100,4.79,light rain
434,Svetlogorsk,BY,52.63,29.73,53.15,95,0,3.2,clear sky
435,Nanortalik,GL,60.14,-45.24,49.59,74,97,18.07,overcast clouds
436,Seymchan,RU,62.88,152.43,49.69,58,97,14.27,overcast clouds
437,Kalemie,CD,-5.95,29.19,71.64,60,49,4.99,scattered clouds
438,High Level,CA,58.52,-117.14,60.8,77,75,14.99,broken clouds
439,Touros,BR,-5.2,-35.46,75.2,88,20,5.82,few clouds
440,Kununurra,AU,-15.77,128.73,82.4,19,0,17.22,clear sky
441,Margate,GB,51.38,1.39,61.0,96,84,1.01,broken clouds
442,Ariquemes,BR,-9.91,-63.04,79.02,66,33,3.49,moderate rain
443,Sjovegan,NO,68.87,17.85,44.6,93,96,11.41,overcast clouds
444,Panaba,MX,21.28,-88.27,84.25,73,50,11.65,scattered clouds
445,Jardim,BR,-21.48,-56.14,75.7,45,0,5.28,clear sky
446,Tateyama,JP,34.98,139.87,91.4,79,20,8.05,few clouds
447,Pa Sang,TH,18.53,98.94,78.8,88,20,4.7,few clouds
448,Mitsamiouli,KM,-11.38,43.28,75.49,77,27,8.84,scattered clouds
449,Praia Da Vitoria,PT,38.73,-27.07,77.0,83,40,5.3,scattered clouds
450,Leningradskiy,RU,69.38,178.42,37.89,91,100,8.1,overcast clouds
451,Broken Hill,AU,-31.95,141.43,62.6,27,0,14.99,clear sky
452,Honolulu,US,21.31,-157.86,87.8,45,40,16.11,scattered clouds
453,Rafaela,AR,-31.25,-61.49,64.99,61,8,3.0,clear sky
454,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,74.41,87,67,7.49,broken clouds
455,Omboue,GA,-1.57,9.26,74.32,85,100,8.05,overcast clouds
456,Andenes,NO,69.31,16.12,46.4,81,8,8.05,clear sky
457,Hasaki,JP,35.73,140.83,91.4,70,40,8.05,scattered clouds
458,Nastola,FI,60.95,25.93,46.4,100,0,3.36,clear sky
459,Atar,MR,20.52,-13.05,89.28,43,51,17.72,broken clouds
460,Brodokalmak,RU,55.57,62.08,53.6,100,20,4.47,mist
461,Coahuayana,MX,18.73,-103.68,71.6,83,90,4.63,overcast clouds
462,Pozo Colorado,PY,-23.49,-58.8,81.07,46,0,6.51,clear sky
463,Honiara,SB,-9.43,159.95,86.0,70,75,5.82,shower rain
464,Waipawa,NZ,-41.41,175.52,60.8,59,8,16.11,clear sky
465,Castres,FR,43.58,2.17,60.8,87,100,6.93,light rain
466,Ca Mau,VN,9.18,105.15,85.39,70,12,7.87,few clouds
467,Sept-Iles,CA,50.2,-66.38,57.0,66,75,5.82,broken clouds
468,Ipswich,GB,52.06,1.16,55.0,93,95,6.93,light intensity drizzle
469,Carlsbad,US,33.16,-117.35,80.6,73,1,9.17,clear sky
470,Idrinskoye,RU,54.37,92.14,56.91,88,100,4.7,overcast clouds
471,Ramshir,IR,30.89,49.41,84.2,42,0,4.7,clear sky
472,San Vicente,AR,-26.62,-54.13,67.06,73,0,3.51,light rain
473,Medea,DZ,36.26,2.75,71.6,83,0,4.27,clear sky
474,Jimma,ET,7.67,36.83,58.35,89,100,0.25,light rain
475,Sechura,PE,-5.56,-80.82,63.55,80,4,15.59,clear sky
476,Avera,US,33.19,-82.53,84.2,83,1,3.36,clear sky
477,Dunedin,NZ,-45.87,170.5,54.25,48,48,6.4,scattered clouds
478,Rocha,UY,-34.48,-54.33,56.25,96,94,5.08,overcast clouds
479,Vanimo,PG,-2.67,141.3,78.76,89,100,15.17,very heavy rain
480,Lensk,RU,60.73,114.93,61.21,64,100,2.71,overcast clouds
481,Dobryanka,RU,58.46,56.42,59.0,93,53,6.71,broken clouds
482,Constitucion,CL,-35.33,-72.42,51.58,89,77,11.83,broken clouds
483,Kosh-Agach,RU,50.0,88.67,42.84,80,96,2.91,overcast clouds
484,Terrace,CA,54.52,-128.6,55.4,82,75,5.82,light intensity shower rain
485,Kudat,MY,6.88,116.85,82.4,88,20,3.36,few clouds
486,Cayeli,TR,41.09,40.73,70.38,66,0,3.31,clear sky
487,Oussouye,SN,12.48,-16.55,82.4,88,40,6.93,scattered clouds
488,Cesano Maderno,IT,45.63,9.15,69.01,95,100,1.99,overcast clouds
489,Makokou,GA,0.57,12.86,69.62,93,100,4.56,light rain
490,Madison,US,34.73,-86.57,73.4,100,90,13.87,heavy intensity rain
491,Velyka Bahachka,UA,49.79,33.72,55.9,91,0,4.92,clear sky
492,Mao,ES,39.89,4.27,78.8,83,30,4.7,scattered clouds
493,Yerbogachen,RU,61.28,108.01,60.67,66,100,4.74,overcast clouds
494,Salair,RU,54.23,85.8,53.49,89,0,1.97,clear sky
495,Felipe Carrillo Puerto,MX,19.58,-88.05,81.21,84,31,4.45,scattered clouds
496,Acarau,BR,-2.89,-40.12,78.1,78,0,17.02,clear sky
497,Flinders,AU,-34.58,150.86,66.0,44,0,5.01,clear sky
498,Lima,PE,-12.04,-77.03,60.8,82,90,13.87,overcast clouds
499,Antalya,TR,36.77,30.72,77.0,78,0,6.93,clear sky
500,Maua,BR,-23.67,-46.46,69.01,59,0,4.7,clear sky
501,Whitehorse,CA,60.72,-135.05,48.99,87,75,2.24,broken clouds
502,Partizanskoye,RU,55.5,94.39,54.57,90,99,4.88,overcast clouds
503,Safford,US,32.83,-109.71,105.8,12,1,13.87,clear sky
504,Kahta,TR,37.79,38.62,77.0,23,0,9.17,clear sky
505,Henties Bay,NA,-22.12,14.28,50.0,87,11,11.16,few clouds
506,Helong,CN,42.54,129.0,69.1,90,100,2.17,light rain
507,Majene,ID,-3.54,118.97,82.24,70,1,12.46,clear sky
508,Kisangani,CD,0.52,25.2,70.25,97,99,1.83,overcast clouds
509,Iskateley,RU,67.68,53.15,38.84,83,0,0.76,clear sky
510,Cap Malheureux,MU,-19.98,57.61,68.0,79,0,1.99,clear sky
511,Myitkyina,MM,25.38,97.4,76.82,95,97,1.63,overcast clouds
512,Taoudenni,ML,22.68,-3.98,96.03,10,0,10.42,clear sky
513,Goose Creek,US,32.98,-80.03,82.99,88,40,9.17,scattered clouds
514,Porto Walter,BR,-8.27,-72.74,76.93,44,5,1.03,clear sky
515,Karlskoga,SE,59.33,14.52,51.8,81,88,9.17,overcast clouds
516,Arrecife,ES,28.96,-13.55,75.2,69,75,16.11,broken clouds
517,Axim,GH,4.87,-2.24,73.94,90,30,8.93,scattered clouds
518,Iquique,CL,-20.22,-70.14,59.0,72,90,6.93,overcast clouds
519,Okha,RU,53.57,142.95,58.95,72,2,15.86,light rain
520,Sharjah,AE,25.36,55.4,93.2,66,54,3.36,broken clouds
521,Paducah,US,37.08,-88.6,75.2,88,75,4.7,broken clouds
522,Magadan,RU,59.57,150.8,54.59,54,54,8.79,broken clouds
523,Manhuacu,BR,-20.26,-42.03,61.66,90,46,2.75,scattered clouds
524,Weligama,LK,5.97,80.42,79.66,83,100,11.1,light rain
525,Kutum,SD,14.2,24.67,73.81,71,99,3.33,overcast clouds
526,Tecoanapa,MX,16.52,-98.75,81.37,76,100,5.66,overcast clouds
527,Ankazobe,MG,-18.32,47.12,53.6,93,75,4.7,broken clouds
528,Puerto Leguizamo,CO,-0.19,-74.78,73.87,94,100,4.29,overcast clouds
529,Palwal,IN,28.15,77.33,84.99,100,75,3.36,mist
530,Eenhana,NA,-17.47,16.33,64.4,42,0,4.7,clear sky
531,Ramjibanpur,IN,22.83,87.62,80.26,86,6,5.82,clear sky
532,Kastamonu,TR,41.5,33.67,53.65,51,0,1.43,clear sky
533,Katastarion,GR,37.83,20.77,71.6,88,0,2.24,clear sky
534,Grand-Lahou,CI,5.14,-5.02,74.7,90,90,9.17,overcast clouds
535,Bac Lieu,VN,9.29,105.72,84.07,76,98,11.23,overcast clouds
536,Maloy,NO,61.94,5.11,55.99,87,0,5.82,clear sky
537,Mersing,MY,2.43,103.84,75.2,94,40,5.82,scattered clouds
538,Villazon,BO,-22.09,-65.59,43.83,36,1,5.39,clear sky
539,Seoul,KR,37.57,126.98,84.2,78,20,2.73,few clouds
540,Nome,US,64.5,-165.41,59.0,77,90,4.7,overcast clouds
541,Bereda,ES,43.27,-7.54,55.99,100,67,3.0,broken clouds
542,Ndele,CF,8.41,20.65,70.56,97,100,4.21,overcast clouds
543,Kone,NC,-21.06,164.87,76.59,64,84,11.63,broken clouds
544,Tiarei,PF,-17.53,-149.33,84.2,62,20,12.75,few clouds
545,Bonthe,SL,7.53,-12.51,76.14,88,100,9.26,light rain
546,Rawson,AR,-43.3,-65.1,44.35,51,65,14.58,broken clouds
547,Ulaanbaatar,MN,47.91,106.88,51.8,87,20,2.24,few clouds
548,Nouadhibou,MR,20.93,-17.03,77.0,88,75,6.93,broken clouds
549,Sernur,RU,56.93,49.15,57.58,95,100,6.26,overcast clouds
550,Dubuque,US,42.48,-90.87,80.01,74,1,10.29,clear sky
551,San Patricio,MX,19.22,-104.7,84.2,51,75,11.41,broken clouds
552,Jacareacanga,BR,-6.22,-57.75,75.97,81,100,1.54,light rain
553,Jiexiu,CN,37.02,111.91,77.88,52,0,2.3,clear sky
554,Bardiyah,LY,31.76,25.09,73.2,76,0,3.91,clear sky
555,Palaikastron,GR,35.2,26.25,73.99,56,0,5.99,clear sky
556,Maarianhamina,AX,60.1,19.93,42.8,100,37,2.24,shower rain
557,Goderich,CA,43.75,-81.72,73.99,86,100,13.69,overcast clouds
558,Feijo,BR,-8.16,-70.35,80.35,51,0,2.64,clear sky
559,Minot,US,48.23,-101.3,73.4,35,1,14.99,clear sky
560,Mayor Pablo Lagerenza,PY,-19.93,-60.77,85.78,33,0,5.35,clear sky
561,Cheyenne,US,41.14,-104.82,71.6,26,1,5.82,clear sky
562,Pokhara,NP,28.23,83.98,72.23,84,80,0.22,broken clouds
563,Collierville,US,35.04,-89.66,77.0,94,90,10.29,moderate rain
564,Cotonou,BJ,6.37,2.42,75.61,87,100,12.77,overcast clouds
565,Balikpapan,ID,-1.27,116.83,78.8,100,20,12.75,light rain
566,Gwadar,PK,25.12,62.33,80.89,85,2,9.19,clear sky
567,Kijang,KR,35.24,129.21,84.2,74,40,4.7,scattered clouds
568,Nara,JP,34.69,135.8,90.0,70,20,4.7,few clouds
569,Tabas,IR,33.6,56.92,75.2,17,0,4.7,clear sky
570,Esmeraldas,BR,-19.76,-44.31,69.8,60,0,8.05,clear sky
571,Dharchula,IN,29.85,80.53,68.23,76,85,0.81,overcast clouds
572,Chaozhou,CN,23.67,116.64,82.4,83,0,2.24,mist
573,Kroya,ID,-7.63,109.25,79.75,76,25,9.35,scattered clouds
574,Dauriya,RU,49.93,116.87,56.61,76,76,11.01,broken clouds
575,Richards Bay,ZA,-28.78,32.04,65.68,82,82,1.68,broken clouds
576,Palimbang,PH,6.21,124.19,85.21,63,100,2.53,overcast clouds
577,Tamisan,PH,6.84,126.3,84.9,69,100,6.13,overcast clouds
578,Kamoke,PK,31.97,74.22,80.6,83,40,3.27,smoke
579,Walvis Bay,NA,-22.96,14.51,50.0,70,0,2.24,clear sky
580,Gatesville,US,31.44,-97.74,98.6,32,1,10.29,haze
581,Pacifica,US,37.61,-122.49,68.0,68,20,19.46,few clouds
582,Selty,RU,57.31,52.13,59.4,92,100,4.7,light rain
583,Shimoda,JP,34.67,138.95,86.0,79,20,8.05,few clouds
584,Pathein,MM,16.78,94.73,82.18,81,96,9.06,overcast clouds
585,Moose Factory,CA,51.26,-80.61,53.6,87,1,9.17,clear sky
586,Ucluelet,CA,48.93,-125.55,66.2,77,20,16.11,few clouds
587,Ibra,OM,22.69,58.53,81.41,61,78,1.03,broken clouds
588,Bassila,BJ,9.01,1.67,70.12,98,100,4.74,overcast clouds
589,The Valley,AI,18.22,-63.06,84.2,79,20,10.29,few clouds
590,Dourbali,TD,11.81,15.86,74.89,86,100,4.18,overcast clouds
591,Urengoy,RU,65.97,78.37,59.07,64,100,2.44,overcast clouds
592,Kolchugino,RU,56.3,39.38,54.23,98,97,6.69,overcast clouds
593,Yining,CN,29.04,114.56,82.63,66,0,1.63,clear sky
594,Natal,BR,-5.79,-35.21,75.2,88,20,6.93,few clouds
595,Chapais,CA,49.78,-74.85,55.4,62,20,2.24,few clouds
596,Korla,CN,41.76,86.15,65.91,50,54,7.27,broken clouds
597,Koungheul,SN,13.98,-14.8,79.05,83,100,8.95,overcast clouds
598,Maceio,BR,-9.67,-35.74,71.6,94,20,7.85,few clouds
599,Batangafo,CF,7.3,18.28,70.83,95,100,1.99,overcast clouds
600,Imeni Vorovskogo,RU,55.72,38.34,57.2,93,40,4.47,scattered clouds
601,Kopavogur,IS,64.11,-21.91,50.0,87,75,12.75,shower rain
602,Khandbari,NP,27.37,87.2,73.27,75,52,0.25,broken clouds
603,Pangai,TO,-19.8,-174.35,80.6,61,20,17.22,few clouds
604,Amapa,BR,1.0,-52.0,72.64,98,87,3.02,overcast clouds
605,Banjar,ID,-8.19,114.97,82.4,88,20,19.46,few clouds
606,Erenhot,CN,43.65,111.98,70.18,40,100,7.27,overcast clouds
607,Emba,KZ,48.83,58.14,73.42,33,97,7.56,overcast clouds
608,Kalmar,SE,56.66,16.36,59.0,93,97,9.17,overcast clouds
609,Isa Khel,AF,36.67,68.84,66.24,40,0,2.08,clear sky
610,Iisalmi,FI,63.56,27.19,53.6,87,40,3.36,shower rain
611,Grajau,BR,-5.82,-46.14,77.29,38,0,2.86,clear sky
612,Boffa,GN,10.17,-14.03,75.43,93,100,9.42,moderate rain
613,Sambava,MG,-14.27,50.17,67.87,83,11,10.33,few clouds
614,Riyadh,SA,24.69,46.72,82.4,24,92,2.24,overcast clouds
615,Shingu,JP,33.73,135.98,86.0,74,40,4.7,scattered clouds
616,Dalvik,IS,65.97,-18.53,48.2,87,90,2.24,overcast clouds
617,Bure,ET,10.7,37.07,55.51,96,100,2.06,light rain
618,Hofn,IS,64.25,-15.21,51.62,61,60,7.14,broken clouds
619,Gazli,UZ,40.13,63.45,68.27,37,0,12.01,clear sky
620,Galveston,US,29.37,-94.97,88.0,81,25,1.99,scattered clouds
621,Huangpi,CN,30.88,114.38,80.6,69,0,8.95,clear sky
622,Camacari,BR,-12.7,-38.32,77.0,78,75,8.05,broken clouds
623,Tarakan,ID,3.3,117.63,80.37,82,6,6.46,light rain
624,Bandarbeyla,SO,9.49,50.81,75.9,74,74,24.49,broken clouds
625,Zhangye,CN,38.93,100.45,56.64,73,100,6.98,overcast clouds
626,Gotsu,JP,35.0,132.22,87.8,66,20,3.36,few clouds
627,Novyy Yarychiv,UA,49.9,24.31,57.2,87,1,8.95,clear sky
628,Pasni,PK,25.26,63.47,81.12,85,11,13.42,few clouds
629,Port Macquarie,AU,-31.43,152.92,70.0,52,0,1.99,clear sky
630,Ventersburg,ZA,-28.09,27.14,40.8,56,13,3.69,few clouds
631,Anito,PH,12.45,125.29,81.7,80,100,11.81,light rain
632,Otradnoye,RU,59.78,30.82,55.99,99,72,2.77,broken clouds
633,Shouguang,CN,36.88,118.74,79.9,74,0,2.35,light rain
634,Yomou,GN,7.56,-9.27,69.24,99,100,4.56,overcast clouds
635,Panyutyne,UA,48.93,36.28,56.37,87,22,4.45,few clouds
636,Boa Vista,BR,2.82,-60.67,78.8,88,40,3.36,scattered clouds
637,Navolato,MX,24.77,-107.69,88.0,78,98,15.99,overcast clouds
638,Velizh,RU,55.61,31.2,48.02,97,7,3.89,clear sky
639,Mugur-Aksy,RU,50.35,90.5,41.77,78,100,5.86,overcast clouds
640,Lazaro Cardenas,MX,17.96,-102.2,80.89,80,78,11.1,broken clouds
641,Rancho Palos Verdes,US,33.74,-118.39,75.0,78,20,20.8,few clouds
642,Imbituba,BR,-28.24,-48.67,66.2,93,5,8.05,clear sky
643,Urumqi,CN,43.8,87.6,62.6,59,0,6.71,clear sky
644,Saint-Jean-Port-Joli,CA,47.22,-70.27,55.99,77,5,6.2,clear sky
645,Albertville,US,34.27,-86.21,73.0,100,90,9.17,moderate rain
646,Gravdal,NO,68.12,13.5,47.53,66,50,4.81,scattered clouds
647,Bintulu,MY,3.17,113.03,75.2,94,40,5.48,scattered clouds
648,Eyl,SO,7.98,49.82,76.62,72,13,18.77,few clouds
649,Uddevalla,SE,58.35,11.94,54.0,87,100,11.41,light rain
650,Praia,CV,14.92,-23.51,80.6,83,75,6.93,broken clouds
651,Beidao,CN,34.57,105.89,76.24,65,82,10.09,broken clouds
652,Bogande,BF,12.97,-0.14,76.55,83,97,11.65,overcast clouds
653,Lasa,IT,46.62,10.7,60.01,100,75,6.93,moderate rain
654,Aviles,ES,43.55,-5.92,59.0,93,40,10.29,scattered clouds
655,Ozernovskiy,RU,51.5,156.52,51.22,90,100,4.59,light rain
656,Sheltozero,RU,61.37,35.37,54.19,92,100,13.69,light rain
657,Fare,PF,-16.7,-151.02,77.13,77,6,17.98,clear sky
658,Nong Chik,TH,6.84,101.18,80.58,81,58,5.99,broken clouds
659,Roebourne,AU,-20.78,117.13,88.12,20,0,15.23,clear sky
660,Treinta Y Tres,UY,-33.23,-54.38,60.76,91,100,7.72,overcast clouds
661,Olenino,RU,56.21,33.49,47.73,99,44,5.57,scattered clouds
662,Ampanihy,MG,-24.7,44.75,69.22,61,0,6.42,clear sky
663,Bilma,NE,18.69,12.92,90.64,38,31,9.33,scattered clouds
664,Puerto Del Rosario,ES,28.5,-13.86,73.4,83,17,21.92,few clouds
665,Kabare,CD,-2.47,28.82,61.99,72,47,1.7,scattered clouds
666,Sandnessjoen,NO,66.02,12.63,48.2,87,14,2.24,few clouds
667,Verkhnevilyuysk,RU,63.45,120.32,60.37,46,100,7.58,overcast clouds
668,Burgess Hill,GB,50.96,-0.13,52.0,93,89,1.99,overcast clouds
669,Ornes,NO,66.87,13.71,48.2,93,75,4.7,light intensity drizzle
670,Teahupoo,PF,-17.83,-149.27,84.2,62,20,12.75,few clouds
671,Vestmannaeyjar,IS,63.44,-20.27,52.14,85,100,16.89,overcast clouds
672,Krasnovishersk,RU,60.41,57.08,54.03,79,99,5.08,light rain
673,Gisborne,NZ,-38.65,178.0,64.0,50,36,7.0,scattered clouds
674,Qingdao,CN,36.1,120.37,81.0,83,38,6.71,light rain
675,Qinzhou,CN,21.95,108.62,86.05,68,98,0.54,overcast clouds
676,Turukhansk,RU,65.82,87.98,55.15,83,24,2.82,few clouds
677,Nizwa,OM,22.93,57.53,84.85,53,100,0.76,overcast clouds
678,Porto Velho,BR,-8.76,-63.9,73.4,94,40,4.7,light rain
679,Laguna De Perlas,NI,12.34,-83.67,80.02,86,100,7.83,overcast clouds
680,Iroquois Falls,CA,48.77,-80.68,59.0,82,75,5.82,light rain
681,Ruston,US,32.52,-92.64,86.0,79,1,3.36,clear sky
682,Hammerfest,NO,70.66,23.68,43.72,73,71,9.57,broken clouds
683,Tommot,RU,58.96,126.29,60.15,50,94,4.16,overcast clouds
684,Tsabong,BW,-26.02,22.4,46.04,54,0,18.84,clear sky
685,La Asuncion,VE,11.03,-63.86,84.2,74,0,13.87,clear sky
686,Staszow,PL,50.56,21.17,60.01,86,100,4.0,overcast clouds
687,Ocos,GT,14.51,-92.19,82.4,88,75,4.7,broken clouds
688,Kurilsk,RU,45.23,147.88,55.87,90,100,13.85,overcast clouds
689,Port Arthur,CN,38.8,121.27,78.8,69,0,6.71,clear sky
690,Monrovia,LR,6.3,-10.8,76.26,86,100,10.6,light rain
691,De-Kastri,RU,51.47,140.78,61.34,59,0,7.47,clear sky
692,Maryborough,AU,-25.53,152.7,69.1,53,94,11.74,overcast clouds
